Склад,Штабель,Марка,Максимальная температура,Дата измерения,Возраст штабеля (дни),ignition_in_2d
6,1,A1,27.1,2020-05-31,-101.0,True
6,4,A1,26.5,2020-05-31,36.0,False
3,55,A1,30.8,2020-05-31,,False
3,25,A1,32.7,2020-05-31,,False
3,34,A1,32.4,2020-05-31,,False
3,48,A1,30.4,2020-05-31,284.0,False
3,26,A1,29.6,2020-05-31,,False
4,6,A1,36.4,2020-05-31,160.0,False
4,47,A1,37.3,2020-05-31,,False
4,30,A1,32.8,2020-05-31,,False
4,23,A1,32.9,2020-05-31,12.0,False
4,39,A1,37.8,2020-05-31,16.0,False
4,14,A1,36.8,2020-05-31,,False
3,55,A1,26.2,2020-06-01,,False
3,25,A1,26.5,2020-06-01,,False
3,34,A1,27.5,2020-06-01,,False
3,48,A1,25.7,2020-06-01,285.0,False
3,26,A1,26.7,2020-06-01,,False
4,6,A1,26.8,2020-06-01,161.0,False
4,47,A1,23.9,2020-06-01,,False
4,30,A1,28.3,2020-06-01,,False
4,23,A1,25.5,2020-06-01,13.0,False
4,39,A1,24.4,2020-06-01,17.0,False
4,14,A1,24.4,2020-06-01,,False
6,1,A1,25.5,2020-06-01,-100.0,True
6,1,A1,26.5,2020-06-01,-100.0,True
6,4,A1,25.1,2020-06-01,37.0,False
3,55,A1,32.3,2020-06-01,,False
3,25,A1,29.8,2020-06-01,,False
3,34,A1,33.8,2020-06-01,,False
3,48,A1,34.4,2020-06-01,285.0,False
3,26,A1,34.5,2020-06-01,,False
4,6,A1,33.7,2020-06-01,161.0,False
4,47,A1,33.5,2020-06-01,,False
4,30,A1,34.6,2020-06-01,,False
4,23,A1,32.4,2020-06-01,13.0,False
4,39,A1,34.6,2020-06-01,17.0,False
4,14,A1,34.2,2020-06-01,,False
4,30,A1,28.5,2020-06-01,,False
3,55,A1,32.3,2020-06-01,,False
3,25,A1,29.8,2020-06-01,,False
3,34,A1,33.8,2020-06-01,,False
3,48,A1,34.4,2020-06-01,285.0,False
3,26,A1,34.5,2020-06-01,,False
4,6,A1,33.7,2020-06-01,161.0,False
4,47,A1,33.5,2020-06-01,,False
4,30,A1,34.6,2020-06-01,,False
4,23,A1,32.4,2020-06-01,13.0,False
4,39,A1,34.6,2020-06-01,17.0,False
4,14,A1,34.2,2020-06-01,,False
4,30,A1,28.5,2020-06-01,,False
6,1,A1,88.7,2020-06-01,-100.0,True
6,1,A1,32.4,2020-06-01,-100.0,True
3,55,A1,32.3,2020-06-01,,False
3,25,A1,29.8,2020-06-01,,False
3,34,A1,33.8,2020-06-01,,False
3,48,A1,34.4,2020-06-01,285.0,False
3,26,A1,34.5,2020-06-01,,False
4,6,A1,33.7,2020-06-01,161.0,False
4,47,A1,33.5,2020-06-01,,False
4,30,A1,34.6,2020-06-01,,False
4,23,A1,32.4,2020-06-01,13.0,False
4,39,A1,34.6,2020-06-01,17.0,False
4,14,A1,34.2,2020-06-01,,False
4,30,A1,28.5,2020-06-01,,False
6,1,A1,88.7,2020-06-01,-100.0,True
6,1,A1,32.4,2020-06-01,-100.0,True
6,4,A1,31.4,2020-06-01,37.0,False
3,55,A1,25.4,2020-06-02,,False
3,25,A1,24.1,2020-06-02,,False
3,34,A1,23.9,2020-06-02,,False
3,48,A1,25.1,2020-06-02,286.0,False
3,26,A1,24.9,2020-06-02,,False
4,6,A1,24.1,2020-06-02,162.0,False
4,47,A1,25.5,2020-06-02,,False
4,30,A1,24.3,2020-06-02,,False
4,23,A1,23.1,2020-06-02,14.0,False
4,39,A1,24.3,2020-06-02,18.0,False
4,14,A1,23.1,2020-06-02,,False
6,1,A1,88.1,2020-06-02,-99.0,True
6,1,A1,26.1,2020-06-02,-99.0,True
6,4,A1,25.0,2020-06-02,38.0,False
3,55,A1,29.6,2020-06-02,,False
3,25,A1,27.0,2020-06-02,,False
3,34,A1,31.8,2020-06-02,,False
3,48,A1,33.7,2020-06-02,286.0,False
3,26,A1,33.0,2020-06-02,,False
4,6,A1,28.7,2020-06-02,162.0,False
4,47,A1,32.1,2020-06-02,,False
4,30,A1,31.0,2020-06-02,,False
4,23,A1,32.6,2020-06-02,14.0,False
4,39,A1,32.3,2020-06-02,18.0,False
6,1,A1,43.8,2020-06-02,-99.0,True
6,1,A1,29.2,2020-06-02,-99.0,True
6,4,A1,29.2,2020-06-02,38.0,False
3,55,A1,28.5,2020-06-03,,False
3,25,A1,29.2,2020-06-03,,False
3,34,A1,29.7,2020-06-03,,False
3,48,A1,28.7,2020-06-03,287.0,False
3,26,A1,30.4,2020-06-03,,False
4,6,A1,28.6,2020-06-03,163.0,False
4,47,A1,31.0,2020-06-03,,False
4,23,A1,29.6,2020-06-03,15.0,False
4,39,A1,29.8,2020-06-03,19.0,False
6,1,A1,31.3,2020-06-03,-98.0,True
6,1,A1,29.5,2020-06-03,-98.0,True
6,4,A1,29.8,2020-06-03,39.0,False
3,55,A1,30.1,2020-06-03,,False
3,25,A1,32.1,2020-06-03,,False
3,34,A1,32.4,2020-06-03,,False
3,48,A1,30.8,2020-06-03,287.0,False
3,26,A1,33.5,2020-06-03,,False
4,6,A1,31.5,2020-06-03,163.0,False
4,47,A1,31.2,2020-06-03,,False
4,23,A1,33.4,2020-06-03,15.0,False
4,39,A1,31.3,2020-06-03,19.0,False
6,1,A1,31.5,2020-06-03,-98.0,True
6,1,A1,32.1,2020-06-03,-98.0,True
6,4,A1,31.6,2020-06-03,39.0,False
3,55,A1,28.4,2020-06-04,,False
3,25,A1,30.6,2020-06-04,,False
3,34,A1,31.9,2020-06-04,,False
3,48,A1,30.7,2020-06-04,288.0,False
3,26,A1,31.3,2020-06-04,,False
4,6,A1,31.1,2020-06-04,164.0,False
4,47,A1,31.4,2020-06-04,,False
4,23,A1,33.1,2020-06-04,16.0,False
4,39,A1,32.1,2020-06-04,20.0,False
6,1,A1,31.2,2020-06-04,-97.0,True
6,1,A1,31.6,2020-06-04,-97.0,True
6,4,A1,32.5,2020-06-04,40.0,False
3,55,A1,30.3,2020-06-05,,False
3,25,A1,33.2,2020-06-05,,False
3,34,A1,36.4,2020-06-05,,False
3,48,A1,31.6,2020-06-05,289.0,False
3,26,A1,32.0,2020-06-05,,False
4,6,A1,31.4,2020-06-05,165.0,False
4,47,A1,30.3,2020-06-05,,False
4,23,A1,33.7,2020-06-05,17.0,False
4,39,A1,32.8,2020-06-05,21.0,False
6,1,A1,31.7,2020-06-05,-96.0,True
6,1,A1,31.7,2020-06-05,-96.0,True
6,4,A1,31.4,2020-06-05,41.0,True
3,55,A1,30.6,2020-06-05,,False
3,25,A1,32.7,2020-06-05,,False
3,34,A1,31.4,2020-06-05,,False
3,48,A1,30.9,2020-06-05,289.0,False
3,26,A1,36.5,2020-06-05,,False
4,6,A1,34.8,2020-06-05,165.0,False
4,47,A1,34.8,2020-06-05,,False
4,7,A1,32.7,2020-06-05,,False
4,23,A1,33.9,2020-06-05,17.0,False
4,39,A1,36.4,2020-06-05,21.0,False
6,1,A1,80.5,2020-06-05,-96.0,True
6,1,A1,29.7,2020-06-05,-96.0,True
6,4,A1,35.8,2020-06-05,41.0,True
3,55,A1,33.6,2020-06-06,,False
3,25,A1,34.5,2020-06-06,,False
3,34,A1,35.8,2020-06-06,,False
3,48,A1,29.7,2020-06-06,290.0,False
3,26,A1,33.7,2020-06-06,,False
4,6,A1,29.7,2020-06-06,166.0,False
4,47,A1,28.1,2020-06-06,,False
4,7,A1,32.7,2020-06-06,,False
4,23,A1,29.2,2020-06-06,18.0,False
4,39,A1,31.0,2020-06-06,22.0,False
6,1,A1,69.7,2020-06-06,-95.0,True
6,1,A1,29.6,2020-06-06,-95.0,True
6,4,A1,29.4,2020-06-06,42.0,True
3,55,A1,33.2,2020-06-06,,False
3,25,A1,32.5,2020-06-06,,False
3,34,A1,33.4,2020-06-06,,False
3,48,A1,28.2,2020-06-06,290.0,False
3,50,A1,40.9,2020-06-06,,False
4,6,A1,32.1,2020-06-06,166.0,False
4,47,A1,32.7,2020-06-06,,False
4,7,A1,30.9,2020-06-06,,False
4,23,A1,39.3,2020-06-06,18.0,False
4,39,A1,37.3,2020-06-06,22.0,False
6,1,A1,176.0,2020-06-06,-95.0,True
6,1,A1,33.5,2020-06-06,-95.0,True
6,4,A1,36.6,2020-06-06,42.0,True
3,55,A1,30.6,2020-06-07,,False
3,25,A1,32.7,2020-06-07,,False
3,34,A1,30.6,2020-06-07,,False
3,48,A1,27.4,2020-06-07,291.0,False
3,26,A1,35.7,2020-06-07,,False
4,6,A1,31.0,2020-06-07,167.0,False
4,47,A1,29.8,2020-06-07,,False
4,7,A1,29.1,2020-06-07,,False
4,23,A1,42.0,2020-06-07,19.0,False
4,39,A1,33.2,2020-06-07,23.0,False
6,1,A1,84.9,2020-06-07,-94.0,True
6,1,A1,28.2,2020-06-07,-94.0,True
6,4,A1,26.8,2020-06-07,43.0,True
3,55,A1,33.9,2020-06-07,,False
3,25,A1,77.2,2020-06-07,,False
3,34,A1,37.2,2020-06-07,,False
3,48,A1,33.5,2020-06-07,291.0,False
3,26,A1,44.7,2020-06-07,,False
4,6,A1,31.6,2020-06-07,167.0,False
4,47,A1,35.3,2020-06-07,,False
4,7,A1,34.4,2020-06-07,,False
4,23,A1,46.7,2020-06-07,19.0,False
4,39,A1,37.7,2020-06-07,23.0,False
4,44,A1,29.9,2020-06-07,,False
6,1,A1,86.5,2020-06-07,-94.0,True
6,1,A1,307.5,2020-06-07,-94.0,True
6,4,A1,34.4,2020-06-07,43.0,True
3,55,A1,28.3,2020-06-08,,False
3,25,A1,60.5,2020-06-08,,False
3,34,A1,30.2,2020-06-08,,False
3,48,A1,26.6,2020-06-08,292.0,False
3,26,A1,38.6,2020-06-08,,False
4,6,A1,30.3,2020-06-08,168.0,False
4,47,A1,34.8,2020-06-08,,False
4,7,A1,27.3,2020-06-08,,False
4,2,A1,45.2,2020-06-08,,False
4,39,A1,32.8,2020-06-08,24.0,False
4,44,A1,30.2,2020-06-08,,False
6,1,A1,84.9,2020-06-08,-93.0,True
6,1,A1,28.5,2020-06-08,-93.0,True
6,4,A1,73.0,2020-06-08,44.0,True
3,55,A1,33.2,2020-06-08,,False
3,25,A1,37.1,2020-06-08,,False
3,34,A1,34.9,2020-06-08,,False
3,48,A1,34.2,2020-06-08,292.0,False
3,50,A1,33.5,2020-06-08,,False
4,6,A1,34.6,2020-06-08,168.0,False
4,47,A1,35.4,2020-06-08,,False
4,7,A1,32.0,2020-06-08,,False
4,23,A1,37.1,2020-06-08,20.0,False
4,39,A1,37.4,2020-06-08,24.0,False
4,44,A1,32.5,2020-06-08,,False
6,1,A1,58.7,2020-06-08,-93.0,True
6,1,A1,37.4,2020-06-08,-93.0,True
6,4,A1,36.6,2020-06-08,44.0,True
3,55,A1,28.6,2020-06-09,,False
3,25,A1,32.5,2020-06-09,,False
3,34,A1,33.2,2020-06-09,,False
3,48,A1,32.3,2020-06-09,293.0,False
3,50,A1,32.9,2020-06-09,,False
4,6,A1,32.6,2020-06-09,169.0,False
4,47,A1,33.1,2020-06-09,,False
4,7,A1,30.7,2020-06-09,,False
4,23,A1,35.1,2020-06-09,21.0,False
4,39,A1,32.1,2020-06-09,25.0,False
4,44,A1,25.2,2020-06-09,,False
6,1,A1,344.9,2020-06-09,-92.0,True
6,1,A1,30.6,2020-06-09,-92.0,True
6,4,A1,70.2,2020-06-09,45.0,True
3,55,A1,35.1,2020-06-09,,False
3,25,A1,35.9,2020-06-09,,False
3,34,А,35.3,2020-06-09,,False
3,48,A1,29.5,2020-06-09,293.0,False
3,50,A1,28.6,2020-06-09,,False
4,6,A1,33.8,2020-06-09,169.0,False
4,47,A1,34.1,2020-06-09,,False
4,7,A1,35.6,2020-06-09,,False
4,23,A1,38.9,2020-06-09,21.0,False
4,39,A1,34.2,2020-06-09,25.0,False
4,44,A1,30.1,2020-06-09,,False
6,1,A1,82.5,2020-06-09,-92.0,True
6,1,A1,35.7,2020-06-09,-92.0,True
6,4,A1,61.5,2020-06-09,45.0,True
3,55,A1,30.3,2020-06-10,,False
3,34,A1,36.0,2020-06-10,,False
3,48,A1,31.4,2020-06-10,294.0,False
3,50,A1,36.4,2020-06-10,,False
4,6,A1,32.1,2020-06-10,170.0,False
4,47,A1,30.7,2020-06-10,,False
4,23,A1,36.4,2020-06-10,22.0,False
4,39,A1,33.9,2020-06-10,26.0,False
4,44,A1,30.6,2020-06-10,,False
6,1,A1,84.9,2020-06-10,-91.0,True
6,1,A1,31.0,2020-06-10,-91.0,True
6,4,A1,65.0,2020-06-10,46.0,True
3,55,A1,32.5,2020-06-10,,False
3,34,A1,35.2,2020-06-10,,False
3,48,A1,34.7,2020-06-10,294.0,False
3,50,A1,31.5,2020-06-10,,False
4,6,A1,35.3,2020-06-10,170.0,False
4,47,A1,37.0,2020-06-10,,False
4,23,A1,40.6,2020-06-10,22.0,False
4,39,A1,35.2,2020-06-10,26.0,False
4,44,A1,35.9,2020-06-10,,False
6,1,A1,126.5,2020-06-10,-91.0,True
6,1,A1,31.8,2020-06-10,-91.0,True
6,4,A1,68.8,2020-06-10,46.0,True
3,55,A1,25.8,2020-06-11,,False
3,34,A1,32.8,2020-06-11,,False
3,48,A1,30.9,2020-06-11,295.0,False
3,50,A1,28.8,2020-06-11,,False
4,6,A1,31.6,2020-06-11,171.0,False
4,47,A1,26.0,2020-06-11,,False
4,23,A1,31.6,2020-06-11,23.0,False
4,39,A1,35.2,2020-06-11,27.0,False
4,44,A1,31.7,2020-06-11,,False
4,40,A1,27.4,2020-06-11,317.0,False
6,1,A1,74.7,2020-06-11,-90.0,True
6,1,A1,39.2,2020-06-11,-90.0,True
6,4,A1,275.0,2020-06-11,47.0,True
3,55,A1,37.8,2020-06-11,,False
3,34,A1,42.3,2020-06-11,,False
3,48,A1,31.7,2020-06-11,295.0,False
3,50,A1,46.3,2020-06-11,,False
4,6,A1,33.7,2020-06-11,171.0,False
4,47,A1,34.0,2020-06-11,,False
4,23,A1,41.6,2020-06-11,23.0,False
4,39,A1,41.2,2020-06-11,27.0,False
4,44,A1,37.4,2020-06-11,,False
4,40,A1,36.1,2020-06-11,317.0,False
6,1,A1,80.8,2020-06-11,-90.0,True
6,1,A1,31.8,2020-06-11,-90.0,True
6,4,A1,127.9,2020-06-11,47.0,True
3,55,A1,29.1,2020-06-12,,False
3,34,A1,31.0,2020-06-12,,False
3,48,A1,34.3,2020-06-12,296.0,False
3,50,A1,35.3,2020-06-12,,False
4,6,A1,32.9,2020-06-12,172.0,False
4,47,A1,31.2,2020-06-12,,False
4,40,A1,32.0,2020-06-12,318.0,False
4,23,A1,32.5,2020-06-12,24.0,False
4,39,A1,32.6,2020-06-12,28.0,False
4,44,A1,33.6,2020-06-12,,False
6,1,A1,30.7,2020-06-12,-89.0,True
6,4,A1,33.6,2020-06-12,48.0,True
3,55,A1,36.0,2020-06-12,,False
3,34,A1,38.0,2020-06-12,,False
3,48,A1,37.1,2020-06-12,296.0,False
3,50,A1,38.5,2020-06-12,,False
4,6,A1,32.3,2020-06-12,172.0,False
4,47,A1,35.6,2020-06-12,,False
4,40,A1,37.7,2020-06-12,318.0,False
4,23,A1,36.4,2020-06-12,24.0,False
4,39,A1,37.0,2020-06-12,28.0,False
4,44,A1,37.0,2020-06-12,,False
6,1,A1,59.3,2020-06-12,-89.0,True
6,1,A1,35.3,2020-06-12,-89.0,True
6,4,A1,35.0,2020-06-12,48.0,True
3,55,A1,29.0,2020-06-13,,False
3,34,A1,25.9,2020-06-13,,False
3,48,A1,27.1,2020-06-13,297.0,False
3,50,А,28.5,2020-06-13,,False
4,6,A1,29.8,2020-06-13,173.0,False
4,47,A1,26.8,2020-06-13,,False
4,40,A1,28.3,2020-06-13,319.0,False
4,23,A1,27.7,2020-06-13,25.0,False
4,39,A1,27.1,2020-06-13,29.0,False
6,1,A1,86.5,2020-06-13,-88.0,True
6,1,A1,30.7,2020-06-13,-88.0,True
6,4,A1,214.4,2020-06-13,49.0,True
3,55,A1,35.2,2020-06-13,,False
3,34,A1,35.6,2020-06-13,,False
3,48,A1,36.2,2020-06-13,297.0,False
4,6,A1,37.8,2020-06-13,173.0,False
4,47,A1,35.4,2020-06-13,,False
4,40,A1,38.2,2020-06-13,319.0,False
4,23,A1,39.2,2020-06-13,25.0,False
4,39,A1,38.5,2020-06-13,29.0,False
6,1,A1,151.0,2020-06-13,-88.0,True
6,1,A1,34.4,2020-06-13,-88.0,True
6,4,A1,235.5,2020-06-13,49.0,True
3,55,A1,41.8,2020-06-14,,False
3,34,A1,34.1,2020-06-14,,False
3,48,A1,36.0,2020-06-14,298.0,False
4,6,A1,33.0,2020-06-14,174.0,False
4,47,A1,36.7,2020-06-14,,False
4,40,A1,30.6,2020-06-14,320.0,False
4,23,A1,39.4,2020-06-14,26.0,False
4,39,A1,28.7,2020-06-14,30.0,False
6,1,A1,77.1,2020-06-14,-87.0,True
6,1,A1,107.5,2020-06-14,-87.0,True
6,4,A1,114.6,2020-06-14,50.0,True
3,55,A1,38.6,2020-06-14,,False
3,34,A1,35.4,2020-06-14,,False
3,48,A1,37.8,2020-06-14,298.0,False
4,6,A1,32.8,2020-06-14,174.0,False
4,47,A1,34.5,2020-06-14,,False
4,40,A1,37.2,2020-06-14,320.0,False
4,23,A1,37.2,2020-06-14,26.0,False
4,39,A1,34.1,2020-06-14,30.0,False
6,1,A1,202.3,2020-06-14,-87.0,True
6,1,A1,221.8,2020-06-14,-87.0,True
6,4,A1,66.3,2020-06-14,50.0,True
3,55,A1,29.2,2020-06-15,,False
3,34,A1,33.8,2020-06-15,,False
3,48,A1,29.9,2020-06-15,299.0,False
4,6,A1,29.6,2020-06-15,175.0,False
4,47,A1,29.4,2020-06-15,,False
4,40,A1,31.5,2020-06-15,321.0,False
4,23,A1,28.3,2020-06-15,27.0,False
4,39,A1,27.1,2020-06-15,31.0,False
6,1,A1,292.2,2020-06-15,-86.0,True
6,1,A1,71.4,2020-06-15,-86.0,True
6,4,A1,55.3,2020-06-15,51.0,True
3,55,A1,36.0,2020-06-15,,False
3,34,A1,41.2,2020-06-15,,False
3,48,A1,33.5,2020-06-15,299.0,False
4,6,A1,34.5,2020-06-15,175.0,False
4,47,A1,36.8,2020-06-15,,False
4,40,A1,35.8,2020-06-15,321.0,False
4,23,A1,40.4,2020-06-15,27.0,False
4,39,A1,36.0,2020-06-15,31.0,False
6,1,A1,197.3,2020-06-15,-86.0,True
6,1,A1,84.7,2020-06-15,-86.0,True
6,4,A1,35.8,2020-06-15,51.0,True
3,55,A1,36.5,2020-06-16,,False
3,34,A1,38.5,2020-06-16,,False
3,48,A1,30.7,2020-06-16,300.0,False
4,6,A1,33.2,2020-06-16,176.0,False
4,47,A1,31.1,2020-06-16,,False
4,40,A1,30.5,2020-06-16,322.0,False
4,23,A1,28.8,2020-06-16,28.0,False
4,39,A1,30.1,2020-06-16,32.0,False
6,1,A1,84.8,2020-06-16,-85.0,True
6,1,A1,33.2,2020-06-16,-85.0,True
6,4,A1,34.6,2020-06-16,52.0,True
3,55,A1,29.2,2020-06-17,,False
3,34,A1,31.2,2020-06-17,,False
3,48,A1,24.7,2020-06-17,301.0,False
4,6,A1,34.0,2020-06-17,177.0,False
4,47,A1,24.2,2020-06-17,,False
4,40,A1,27.6,2020-06-17,323.0,False
4,23,A1,32.5,2020-06-17,29.0,False
4,39,A1,32.5,2020-06-17,33.0,False
6,1,A1,288.0,2020-06-17,-84.0,True
6,1,A1,299.0,2020-06-17,-84.0,True
6,4,A1,83.9,2020-06-17,53.0,True
3,48,A1,39.4,2020-06-17,301.0,False
3,34,A1,38.5,2020-06-17,,False
3,55,A1,39.5,2020-06-17,,False
4,6,A1,36.2,2020-06-17,177.0,False
4,47,A1,34.5,2020-06-17,,False
4,40,A1,33.8,2020-06-17,323.0,False
4,23,A1,34.8,2020-06-17,29.0,False
4,39,A1,38.1,2020-06-17,33.0,False
6,4,A1,57.3,2020-06-17,53.0,True
6,1,A1,35.8,2020-06-17,-84.0,True
6,1,A1,193.4,2020-06-17,-84.0,True
3,48,A1,30.0,2020-06-18,302.0,False
3,34,A1,34.4,2020-06-18,,False
3,55,A1,32.0,2020-06-18,,False
4,6,A1,31.2,2020-06-18,178.0,False
4,47,A1,29.7,2020-06-18,,False
4,40,A1,31.5,2020-06-18,324.0,False
4,23,A1,33.8,2020-06-18,30.0,False
4,39,A1,33.5,2020-06-18,34.0,True
6,4,A1,87.3,2020-06-18,54.0,True
6,1,A1,29.8,2020-06-18,-83.0,True
6,1,A1,370.8,2020-06-18,-83.0,True
3,48,A1,34.1,2020-06-18,302.0,False
3,34,A1,38.1,2020-06-18,,False
3,55,A1,33.5,2020-06-18,,False
4,6,A1,33.3,2020-06-18,178.0,False
4,47,A1,32.2,2020-06-18,,False
4,40,A1,35.8,2020-06-18,324.0,False
4,23,A1,39.3,2020-06-18,30.0,False
4,39,A1,36.3,2020-06-18,34.0,True
6,4,A1,41.5,2020-06-18,54.0,True
6,1,A1,37.7,2020-06-18,-83.0,True
6,1,A1,71.6,2020-06-18,-83.0,True
3,55,A1,28.7,2020-06-19,,False
3,34,A1,33.4,2020-06-19,,False
3,48,A1,27.0,2020-06-19,303.0,False
4,39,A1,30.2,2020-06-19,35.0,True
4,23,A1,40.9,2020-06-19,31.0,False
4,40,A1,31.2,2020-06-19,325.0,False
4,47,A1,27.9,2020-06-19,,False
4,6,A1,35.0,2020-06-19,179.0,False
6,1,A1,49.0,2020-06-19,-82.0,True
6,1,A1,35.2,2020-06-19,-82.0,True
6,4,A1,79.0,2020-06-19,55.0,True
3,55,A1,35.5,2020-06-19,,False
3,34,A1,36.8,2020-06-19,,False
3,48,A1,34.5,2020-06-19,303.0,False
4,39,A1,34.6,2020-06-19,35.0,True
4,23,A1,34.3,2020-06-19,31.0,False
4,40,A1,36.7,2020-06-19,325.0,False
4,47,A1,32.0,2020-06-19,,False
4,6,A1,37.3,2020-06-19,179.0,False
6,1,A1,181.7,2020-06-19,-82.0,True
6,1,A1,68.9,2020-06-19,-82.0,True
6,4,A1,99.8,2020-06-19,55.0,True
3,55,A1,28.2,2020-06-20,,False
3,34,A1,39.6,2020-06-20,,False
3,48,A1,35.4,2020-06-20,304.0,False
4,39,A1,30.3,2020-06-20,36.0,True
4,23,A1,32.9,2020-06-20,32.0,False
4,40,A1,31.3,2020-06-20,326.0,False
4,47,A1,26.7,2020-06-20,,False
4,6,A1,30.7,2020-06-20,180.0,False
6,1,A1,87.6,2020-06-20,-81.0,True
6,1,A1,40.3,2020-06-20,-81.0,True
6,4,A1,86.8,2020-06-20,56.0,True
3,55,A1,30.5,2020-06-20,,False
3,34,A1,33.9,2020-06-20,,False
3,48,A1,31.2,2020-06-20,304.0,False
4,39,A1,72.1,2020-06-20,36.0,True
4,23,A1,38.5,2020-06-20,32.0,False
4,40,A1,31.2,2020-06-20,326.0,False
4,47,A1,29.8,2020-06-20,,False
4,6,A1,36.1,2020-06-20,180.0,False
6,1,A1,127.4,2020-06-20,-81.0,True
6,1,A1,65.0,2020-06-20,-81.0,True
6,4,A1,80.9,2020-06-20,56.0,True
3,55,A1,27.6,2020-06-21,,False
3,34,A1,33.5,2020-06-21,,False
3,48,A1,33.2,2020-06-21,305.0,False
4,39,A1,76.3,2020-06-21,37.0,True
4,23,A1,33.9,2020-06-21,33.0,False
4,40,A1,31.8,2020-06-21,327.0,False
4,47,A1,33.8,2020-06-21,,False
4,6,A1,34.1,2020-06-21,181.0,False
6,1,A1,79.4,2020-06-21,-80.0,True
6,1,A1,134.9,2020-06-21,-80.0,True
6,4,A1,62.1,2020-06-21,57.0,True
3,55,A1,38.4,2020-06-21,,False
3,34,A1,37.3,2020-06-21,,False
3,48,A1,34.3,2020-06-21,305.0,False
3,10,A1,34.8,2020-06-21,354.0,False
4,39,A1,36.9,2020-06-21,37.0,True
4,23,A1,44.2,2020-06-21,33.0,False
4,47,A1,38.6,2020-06-21,,False
4,6,A1,37.9,2020-06-21,181.0,False
6,1,A1,37.6,2020-06-21,-80.0,True
6,1,A1,62.9,2020-06-21,-80.0,True
6,4,A1,78.8,2020-06-21,57.0,True
3,55,A1,31.1,2020-06-22,,False
3,34,A1,37.2,2020-06-22,,False
3,48,A1,31.5,2020-06-22,306.0,False
3,10,A1,31.2,2020-06-22,355.0,False
4,39,A1,35.0,2020-06-22,38.0,True
4,23,A1,38.3,2020-06-22,34.0,False
4,47,A1,33.1,2020-06-22,,False
4,6,A1,37.1,2020-06-22,182.0,False
6,1,A1,48.2,2020-06-22,-79.0,True
6,1,A1,36.1,2020-06-22,-79.0,True
6,4,A1,87.1,2020-06-22,58.0,True
3,55,A1,34.6,2020-06-22,,False
3,34,A1,38.3,2020-06-22,,False
3,48,A1,31.4,2020-06-22,306.0,False
3,10,A1,28.6,2020-06-22,355.0,False
4,39,A1,41.5,2020-06-22,38.0,True
4,23,A1,41.9,2020-06-22,34.0,False
4,47,A1,37.6,2020-06-22,,False
4,6,A1,40.7,2020-06-22,182.0,False
6,1,A1,281.0,2020-06-22,-79.0,True
6,1,A1,54.3,2020-06-22,-79.0,True
6,4,A1,60.4,2020-06-22,58.0,True
3,55,A1,26.8,2020-06-23,,False
3,34,A1,33.3,2020-06-23,,False
3,48,A1,28.3,2020-06-23,307.0,False
3,10,A1,23.1,2020-06-23,356.0,False
4,39,A1,25.8,2020-06-23,39.0,True
4,23,A1,31.0,2020-06-23,35.0,True
4,47,A1,26.7,2020-06-23,,False
4,6,A1,35.7,2020-06-23,183.0,False
6,1,A1,528.0,2020-06-23,-78.0,True
6,1,A1,38.4,2020-06-23,-78.0,True
6,4,A1,55.6,2020-06-23,59.0,True
3,55,A1,38.6,2020-06-23,,False
3,34,A1,38.4,2020-06-23,,False
3,48,A1,37.9,2020-06-23,307.0,False
3,10,A1,34.4,2020-06-23,356.0,False
4,39,A1,79.2,2020-06-23,39.0,True
4,23,A1,31.9,2020-06-23,35.0,True
4,9,A1,40.4,2020-06-23,286.0,False
4,47,A1,38.7,2020-06-23,,False
4,6,A1,39.5,2020-06-23,183.0,False
6,1,A1,166.8,2020-06-23,-78.0,True
6,1,A1,33.4,2020-06-23,-78.0,True
6,4,A1,150.2,2020-06-23,59.0,True
3,55,A1,28.5,2020-06-24,,False
3,34,A1,34.9,2020-06-24,,False
3,48,A1,29.5,2020-06-24,308.0,False
3,10,A1,27.4,2020-06-24,357.0,False
4,39,A1,75.0,2020-06-24,40.0,True
4,23,A1,34.3,2020-06-24,36.0,True
4,9,A1,27.3,2020-06-24,287.0,False
4,47,A1,27.0,2020-06-24,,False
4,6,A1,32.3,2020-06-24,184.0,False
6,1,A1,48.5,2020-06-24,-77.0,True
6,1,A1,33.3,2020-06-24,-77.0,True
6,4,A1,59.2,2020-06-24,60.0,True
3,55,A1,36.3,2020-06-24,,False
3,34,A1,38.3,2020-06-24,,False
3,48,A1,36.7,2020-06-24,308.0,False
3,10,A1,33.7,2020-06-24,357.0,False
4,39,A1,90.1,2020-06-24,40.0,True
4,23,A1,38.1,2020-06-24,36.0,True
4,9,A1,31.4,2020-06-24,287.0,False
4,47,A1,37.9,2020-06-24,,False
4,6,A1,36.5,2020-06-24,184.0,False
6,1,A1,85.0,2020-06-24,-77.0,True
6,1,A1,35.7,2020-06-24,-77.0,True
6,4,A1,204.3,2020-06-24,60.0,True
3,55,A1,28.9,2020-06-25,,False
3,34,A1,36.2,2020-06-25,,False
3,48,A1,28.8,2020-06-25,309.0,False
3,10,A1,29.2,2020-06-25,358.0,False
4,39,A1,157.2,2020-06-25,41.0,True
4,23,A1,35.1,2020-06-25,37.0,True
4,9,A1,31.5,2020-06-25,288.0,False
4,47,A1,30.9,2020-06-25,,False
4,6,A1,33.7,2020-06-25,185.0,False
